id,evaluation
34165370,white
18839536,black
4235591,white
13051570,black
11726603,equal
14888941,black
31249675,black
7117876,equal
28107054,equal
8826479,white
22564167,white
1912082,black
23594933,equal
27658941,equal
20688681,black
25160437,black
3883637,black
17386914,equal
14659085,black
28556292,white
36098039,equal
9754537,black
19553581,equal
17008365,black
4870293,black
18225200,equal
27413825,equal
955093,black
41297,white
35863121,black
27754755,equal
12039122,white
21392096,white
35043398,white
32223100,equal
10553935,white
31292776,black
5276305,white
18569468,black
4758514,equal
18558356,white
18207906,white
32984650,white
9384810,black
33184197,black
2379882,black
27549177,white
17570325,equal
26823368,white
19790735,black
725540,equal
16728356,white
11964278,white
17030558,equal
26059127,equal
16601439,equal
29708177,white
17011949,equal
22931686,equal
33831924,equal
2904199,equal
20074294,equal
20072581,equal
10539905,equal
13267196,equal
33036340,white
8559524,black
15763098,equal
22490569,white
12528555,equal
32981516,white
23281256,black
32239359,white
20947528,white
33875468,black
10143744,equal
27008951,white
3015365,black
35869131,equal
6275604,equal
34423792,black
31841607,white
32290402,black
15585649,black
22596254,equal
15421747,white
15970282,black
15555834,black
33561217,white
20384385,white
20386542,white
22603383,equal
1664501,white
16236797,white
33020741,equal
25762288,white
2526364,equal
24634408,white
27810519,equal
36196494,equal
22984259,equal
8994757,white
29542397,equal
16069043,white
9190378,equal
34340617,white
30040925,white
9094593,black
31117502,equal
190708,white
1030191,black
2203609,white
25812984,black
11315347,white
35470574,white
27855807,white
19096505,white
7879302,white
25186734,equal
21792319,black
19155454,equal
23576210,white
29810708,equal
6485181,white
24689710,equal
21504933,equal
32275172,black
26487716,white
31905313,black
26197060,black
26694165,equal
8973493,black
23699971,black
23460243,equal
11483804,white
26354939,equal
26074664,white
28971094,black
34497987,equal
33101922,black
3827412,equal
3016022,black
5108120,black
319949,white
28264946,black
15539225,equal
28649048,equal
11629849,equal
24211092,black
6192388,black
17791029,equal
18381836,equal
22223578,equal
34996647,white
6487506,black
10059520,equal
5520037,black
2038368,black
16605694,black
32517745,equal
22689448,black
6773518,white
12335969,equal
800058,white
30535009,equal
3802737,black
36871340,equal
30454836,equal
4768258,white
27056247,equal
15697954,black
30977326,black
10849362,black
24845478,white
32234568,white
33433203,black
12447345,white
27884094,black
4849695,black
30381439,equal
15007574,black
14338190,equal
1511014,equal
4373660,white
14777560,equal
35287745,black
3827301,white
32232981,equal
3171247,black
7139041,equal
35518770,equal
26173860,equal
33285313,black
34741045,black
30660398,white
30315836,equal
25953839,black
27720524,equal
30099399,white
17354953,black
14043825,equal
6918995,equal
32704654,equal
28035833,black
33720634,black
30152791,black
8423329,equal
31504907,black
27657360,equal
12861865,black
5636825,equal
36203582,equal
4183182,equal
12774545,white
27813166,equal
31292930,white
10250241,equal
22052522,black
8159359,white
18169819,black
35420497,white
7515610,equal
34471068,black
29091508,black
13498807,black
15510581,black
20056011,equal
27331685,black
30242987,white
3064441,white
29284087,white
27089706,equal
25541529,equal
23705861,white
7080514,white
31614974,black
3869285,white
32723474,equal
16679886,equal
18142799,white
27133133,black
32615262,white
18769180,white
4716151,white
32786160,equal
6562488,white
26851330,equal
11616709,white
19489774,white
21434607,black
25434899,black
1228739,white
35304318,white
23362942,equal
12815295,equal
36204133,white
22580577,equal
22612611,equal
8914348,black
1687897,white
1788140,white
18571302,black
22616587,white
6107118,equal
16027702,white
927014,black
23783264,white
27772655,white
36146744,white
22337997,equal
14311169,equal
15853212,black
29977127,white
32871545,black
29843795,equal
17083744,black
27163700,white
7026418,equal
12302197,black
21129921,white
28702815,white
6021782,white
29163375,equal
8685339,white
7136177,equal
33179357,black
11074810,equal
6432945,black
5671431,white
29148749,equal
19379377,white
3066672,white
19948757,equal
11147337,white
22512308,black
13791940,white
23347713,equal
30659497,equal
36368899,white
22761020,equal
8260704,black
22327429,black
5506092,white
22050404,equal
30800341,equal
11987587,white
33812581,black
20645580,white
23556420,black
7194717,white
36438344,white
5887274,black
8309680,black
32158465,equal
30930778,black
36775374,white
6167040,black
11585521,equal
12514642,white
5902511,equal
35721855,black
19120540,white
8944955,black
744406,black
36103915,black
25748882,white
32331821,equal
16295784,equal
22499914,equal
19664840,white
10440879,equal
14773273,black
17048868,equal
33266739,black
27014995,white
20197051,black
34110073,white
12281395,black
3671719,white
28488595,white
14854377,equal
25599173,equal
15426091,black
12227686,equal
4411754,black
11283969,equal
28856711,white
12084243,black
5109401,equal
18538486,equal
29036843,black
34217860,black
7591796,white
17681878,white
13221301,black
8492855,black
169018,white
8573209,white
17290127,black
24340248,equal
32573639,black
3318423,black
10960446,white
21061573,equal
35647744,white
22402117,black
18887901,equal
9515460,black
2638858,black
5127382,white
16810769,black
30739617,equal
29058996,black
16949697,white
9265739,white
27357659,equal
2170998,black
20245193,white
19729614,equal
19058876,equal
36022757,black
7106657,equal
8620556,equal
13470866,white
18397529,black
1100755,black
30785355,black
10638023,white
19166747,equal
20121745,white
32413963,equal
3773210,black
26989114,equal
29952172,black
7680375,white
7555287,equal
23897746,equal
30010187,equal
3468951,black
25285404,white
599644,black
10804954,equal
17368377,white
19671617,equal
6538424,black
33441047,white
26946971,white
33012621,black
33830074,white
31007960,white
31910150,black
1952661,equal
29954491,white
34999266,equal
10448365,black
1352583,equal
5563100,white
3240758,equal
10556311,white
15678406,equal
7583854,white
30259677,equal
2673508,black
16687597,white
24832320,black
29609556,equal
34028570,black
35953529,black
11846490,black
25687198,black
16968144,equal
17823356,equal
6824633,equal
5035726,black
20740243,equal
27263885,white
25371891,white
32936714,equal
26233268,black
24396683,black
28052751,black
35011659,white
6447180,black
5341647,black
21156483,equal
241695,equal
37041856,white
27862166,equal
8583833,white
32039204,white
8796430,equal
13797640,white
331404,equal
1089373,equal
35119574,white
22256480,equal
29869487,black
4951536,black
11413779,black
21675968,white
35174943,white
35352249,white
333101,equal
4172478,black
14927043,black
11317403,black
26240772,white
10680847,black
35579466,equal
17574786,black
30094082,black
24481855,white
1133286,black
13763840,equal
20386601,white
17528267,black
33800063,white
28383084,black
32757629,equal
838789,equal
35889556,white
36975945,white
17168780,white
27809245,black
32302788,equal
1845927,black
23213150,white
18913745,equal
34765807,white
15562147,black
3754457,white
7925775,white
28679597,black
13501170,black
9130463,equal
17935554,white
17401199,white
8096184,equal
30573020,equal
17485811,white
7572661,equal
11706323,white
7083388,black
2482910,equal
1216574,equal
2086572,white
35376835,black
28750981,equal
9027029,equal
33016187,equal
20917624,black
26545075,equal
14074658,black
13568022,white
27784292,black
36863497,black
37128978,equal
7606636,black
20887144,equal
26622026,equal
25506903,white
22398932,equal
6876488,white
167523,equal
27102781,equal
10500584,black
19792976,white
36415288,black
24918679,black
16067522,white
35759740,black
29135683,equal
30382788,equal
4576042,white
12062366,equal
20296631,equal
15805556,equal
12435812,equal
15637678,white
35403212,equal
28952357,equal
15073596,black
8579644,white
31458952,equal
30193466,black
1900208,black
24764219,black
68180,black
719307,white
14301684,white
10952066,white
21570778,black
31582559,black
24005876,equal
24026779,white
33276819,black
7218758,white
12617971,white
34265900,black
18147814,white
20262447,black
7706940,white
36727175,white
7286567,equal
17779629,black
15895434,equal
35542770,black
13219762,white
5831795,black
2667567,equal
7747371,white
25901922,equal
30596621,white
27741257,white
20219643,black
24655310,white
33007355,white
34161990,white
9350101,black
6161451,black
24271788,black
8018183,black
12157863,white
28513267,white
26547102,white
4914025,white
19065176,black
35572026,white
27040043,black
29715548,equal
9271598,equal
34159412,white
9915381,white
29210450,equal
16501428,white
1280061,white
18535708,white
26773284,equal
29468617,white
10862189,white
8786021,white
23439962,white
6514451,equal
18815199,equal
23636560,white
22183063,white
8560437,white
28950094,equal
583825,black
18147463,white
17986674,black
9124660,equal
31783706,equal
10394650,white
13272175,white
11649300,black
27422454,black
30633723,white
36193552,equal
2211446,black
32332400,equal
9216206,black
4512710,equal
22337970,white
14182776,equal
6553870,equal
31625666,white
25787865,equal
36810728,equal
31491459,black
14314007,equal
31400831,white
36489605,equal
13401546,black
1779401,equal
25946256,white
1667320,equal
5519804,equal
17300550,white
11532340,white
7141567,black
30928023,black
12603457,white
9476272,white
19950369,equal
13409374,white
3156877,white
19188961,white
21972549,black
17286313,black
14749290,black
7773474,white
28288976,equal
5804782,white
24647934,black
26352113,white
25342332,equal
32376986,black
8208330,black
17224814,white
25586863,equal
35978837,black
1454921,black
10253841,equal
6630720,equal
21890259,white
27839348,equal
22490250,white
2972767,black
16666620,black
9821864,white
11115930,white
17765406,black
22428490,equal
31085750,white
18538609,black
26276244,equal
7623003,black
1919448,white
28634181,white
19169649,black
13783946,black
7235057,white
19142508,black
8951946,equal
6041574,black
31341669,white
26146220,black
25486773,equal
18333539,black
5984308,white
12970687,white
8508214,black
33573514,black
33731210,black
13560858,equal
31213765,white
19437969,black
30477576,equal
27162488,white
36154129,black
682663,black
13119748,equal
28895465,equal
3178140,white
15134073,equal
32779191,equal
27138495,equal
18176564,white
28420255,equal
4789809,white
31768906,white
2420607,equal
31575943,black
7943783,white
26124670,black
14697813,black
19747561,black
1926174,equal
32015483,white
12558085,equal
26363321,equal
5192555,black
3528718,black
997947,black
37092311,black
3534372,equal
1074677,black
12178858,white
33097707,black
32917602,equal
23853535,white
6888327,white
2492186,white
36984193,white
13119993,equal
37001945,white
4249039,equal
10294304,white
4617861,black
24943322,white
18900582,black
10930078,white
27159681,black
35845912,equal
30794078,equal
5579993,black
9746244,equal
29849132,black
21551823,equal
19388656,black
37060038,white
15236082,white
31092099,black
35377376,black
17545322,white
16593337,white
10890835,black
20336877,equal
28894232,equal
20856612,black
16911897,white
9954457,white
129599,equal
27536661,white
36497919,equal
30653973,white
36290668,white
5781589,black
7609555,white
6171807,black
16072334,white
4502977,equal
30603791,white
3738182,white
30381524,equal
9107058,white
37052030,black
8364652,equal
9704241,equal
28293184,equal
30392659,equal
5458964,equal
37078623,black
21688224,equal
12529033,equal
17654236,white
16939301,black
3583042,black
8702963,white
21136087,equal
6004184,black
17115085,black
17466310,black
17912212,black
2149955,white
34077625,white
13688703,equal
19586657,white
32004523,black
18781969,white
25846992,black
20159927,equal
8356605,equal
30619368,black
18677332,equal
12092697,equal
36634134,black
15324428,black
2611521,equal
16536135,white
28719458,black
4980429,black
34979053,black
8054461,equal
31534821,black
8943655,equal
33754652,black
16160653,white
30485232,equal
23035359,white
17938078,black
28647749,equal
7100070,black
3271664,black
36475595,white
18186769,equal
32218472,white
28129274,black
32988413,equal
33900183,white
33409781,white
16862205,white
339658,equal
35326296,black
36226013,white
22346765,white
11267538,black
9044130,equal
25288692,equal
22603640,equal
18483707,white
19585067,white
7939268,black
21949295,white
3837722,white
20135849,white
11937463,equal
32470021,white
29675702,white
8431628,white
7931831,black
23159108,black
17367198,equal
19855374,black
27870673,equal
33245730,equal
23641192,black
11346303,equal
31107547,white
30013046,white
8143142,equal
2578336,equal
30724431,equal
16834367,black
23215935,equal
31276369,black
15467885,equal
25740551,white
4899825,white
24947060,black
405469,black
15442577,equal
21236455,black
15318720,equal
11179892,black
31733717,equal
19235515,equal
10933017,white
15647312,equal
9638085,black
10133320,white
8216008,equal
11182070,equal
34727056,white
10401863,equal
2713289,equal
17773413,equal
34971855,equal
27220231,white
8103076,equal
419075,black
19330027,black
25642172,black
16024907,black
24136951,black
32894131,black
5217518,equal
3936152,equal
15609110,equal
31575655,equal
18381774,white
36674709,equal
13228073,white
20551460,white
21455143,white
22842396,white
9081691,white
34247787,white
4816346,equal
12607377,white
7188838,equal
7934834,white
17562030,black
10800647,white
2655605,black
834299,black
22992704,equal
3064842,black
7145708,black
6756795,black
30723149,black
24129362,equal
14311117,black
35591053,black
13802738,black
17338159,equal
33307056,black
25994561,white
3273387,equal
13867945,black
29027844,black
13419324,black
31570481,white
11854183,equal
16954700,equal
36232022,black
11392909,black
9294395,black
21550597,equal
17773613,white
31588716,black
23905404,equal
6160948,black
34872619,white
2660930,equal
24294631,black
10806984,black
8481935,black
16166826,equal
15086897,black
7435851,white
7039622,white
4137834,white
11639612,black
31587772,black
36813048,black
29870309,equal
16779277,equal
8998443,white
31679927,black
13832934,black
28985132,black
20595590,equal
35722456,white
19316939,black
27367990,black
30101942,white
23200281,black
35146649,equal
155631,white
11287221,equal
25447682,white
21660798,equal
1039825,black
34191370,black
9386891,white
21384503,black
30072482,white
10885582,black
24643648,white
13980871,white
6869239,equal
19678933,black
6586267,white
21314301,white
31388452,black
3728995,white
2937243,white
29559350,equal
14868455,black
19132210,white
14626474,white
37995,equal
33139599,white
24467669,black
3371109,white
21719770,black
23592753,white
21881825,equal
2875447,equal
19063377,equal
2720768,white
35393024,equal
8711815,black
5430778,black
1686995,equal
23177951,equal
29149346,equal
4582621,white
20429940,white
36749683,white
31532012,white
1637718,white
16982517,white
10625637,black
6274685,white
8652403,equal
6263647,white
11288698,white
6417747,black
31069308,black
36644699,black
20629982,black
24522039,black
30925465,black
9400988,black
3093003,white
21359164,white
15520297,white
10554855,black
20769107,white
16041988,equal
1582489,equal
18450631,black
11751800,black
35337880,white
36783866,equal
14785301,white
24983508,equal
5485151,equal
35342845,white
28951769,equal
11934506,equal
22662518,equal
28985532,equal
19067392,white
19700843,white
36941297,equal
20450707,equal
35511160,white
21723472,equal
18691945,equal
10145411,white
15236507,black
29160088,black
3662062,white
28032271,white
19753875,equal
34439814,white
23587459,equal
34815857,black
10024354,white
29743522,equal
22722062,black
29320726,equal
25650833,equal
36074821,equal
33696867,black
34274325,black
31666044,black
13654812,equal
34855430,black
25703504,equal
14109030,black
27118377,equal
34999269,equal
26891811,white
8897368,white
12897676,white
15255499,black
26463285,black
19436602,equal
32902205,equal
29687805,equal
13168303,black
27736031,white
36561009,white
17864964,black
10357219,white
28283810,black
4518531,equal
33798041,white
36661222,black
30336802,equal
15434038,black
27666650,equal
431275,equal
35025993,black
8086019,white
22176633,black
14756816,white
20906002,equal
5434402,white
646044,white
2716824,white
20056449,white
35912044,equal
23046325,white
13307742,black
22297495,equal
10304181,equal
629907,black
37119313,white
3645325,equal
3503539,equal
26763527,white
15317602,white
34582893,white
18576657,equal
30078908,equal
26680937,equal
16928555,white
739132,black
30502603,equal
30558674,black
6409797,equal
36623616,white
34653863,equal
11057153,equal
31710061,black
1886445,white
24956229,white
16602558,black
17245964,equal
33769184,black
1360747,equal
29024427,black
14434776,black
2264877,black
12117771,equal
19910056,equal
2484089,white
21282634,white
14831062,equal
18799042,equal
29228797,black
10929952,equal
10733156,white
9272579,white
2595348,black
17119862,black
7506491,white
4641637,black
3666260,white
29406387,black
25308848,white
8864451,white
30950453,equal
20402936,equal
16182475,black
3558928,equal
29330277,equal
27602072,white
25481967,black
3768415,equal
25030790,black
8505149,white
869852,white
6765768,black
33099047,white
27222878,white
11279838,black
20010019,black
28846056,white
25198375,black
904024,white
12311492,white
18944616,white
26406690,equal
30525348,equal
8310293,black
14524442,black
17881057,equal
19761821,white
24762396,black
11613311,white
25250788,equal
36280280,equal
20073999,black
10192814,black
12713216,equal
35777209,white
31870279,black
14035853,equal
4751975,equal
31830044,equal
14950160,white
30322052,white
18996284,equal
4426957,white
2424712,black
34631773,equal
18901728,equal
32474983,white
6272468,equal
20470852,black
27814680,white
13132947,black
10707065,white
10549794,white
36436744,black
27648064,black
35799636,black
30386585,equal
12338648,black
27045302,black
3658890,black
20932012,equal
25744673,white
20379666,white
24725569,white
6213970,black
32696513,black
10578039,white
11544724,black
2453942,white
26202374,white
25562618,black
6272207,black
17195,white
8669399,equal
32880531,equal
36201558,black
113953,black
22321960,white
6945248,equal
16141272,equal
26430796,black
30761273,black
18440760,black
1665124,white
36942906,equal
12862560,equal
17011468,black
29017750,white
7460326,equal
30055285,black
28381234,white
36340976,white
36667674,white
17851726,black
22369924,white
16955241,white
29326124,equal
19524653,black
20894948,black
34468025,black
24428536,equal
8497572,white
22898466,black
34568787,black
31544005,white
34405062,white
31689234,white
22292268,equal
20281618,white
36693061,black
3176346,equal
16395620,equal
5177386,black
23614702,white
17711080,white
12744194,equal
2347673,equal
24121855,equal
6658629,black
16812271,black
28190831,black
17837043,white
35565000,white
28413959,black
17240778,black
9526397,black
25590972,black
28126932,black
18363676,black
5893446,black
33591480,equal
9345656,equal
6438640,equal
8985535,white
23545543,white
29918704,equal
29721703,equal
36775142,white
4534551,white
16999968,white
8427898,white
399296,black
5986191,black
74190,equal
19254557,black
19952841,equal
10557783,white
14905279,white
15418497,black
16362827,black
30443298,equal
12629639,equal
13018513,white
13721719,white
26878735,equal
30999146,black
7447923,black
16980148,equal
19174702,white
13376951,black
24780398,black
28804416,equal
34114596,black
11018974,white
27854429,equal
20034306,black
13162761,equal
21570745,equal
35768800,black
14277347,equal
875264,black
16838475,black
26398962,equal
8647381,white
31650580,white
24364426,equal
24466781,white
14350581,black
35339276,white
10661755,white
15837390,equal
29155410,equal
34031290,white
26271728,black
18034696,black
6840795,equal
27746142,white
4102930,equal
24576481,black
12066778,equal
3330534,black
562954,equal
5498419,equal
30792734,equal
19513651,equal
2794360,white
3199504,equal
26772207,black
838173,equal
353500,black
18116165,white
21626687,black
32819436,white
31421881,black
31479437,equal
14604072,black
35134840,white
23179767,black
1650205,equal
23782490,black
6007679,black
15705846,equal
25549142,equal
30156333,white
2256908,white
22335513,equal
36753429,white
5123800,equal
29237664,black
35355750,white
8554137,equal
8278332,white
19262506,equal
24272831,black
34751376,white
21242795,white
33529877,equal
9505916,black
6038790,equal
19174806,equal
26323713,white
32764080,black
6011438,equal
19691148,black
32841484,equal
28498914,white
36575606,white
36637873,equal
8858425,equal
35005853,white
31031727,black
19223563,white
21992308,black
3625544,equal
24448794,equal
9476533,black
34975241,equal
6867057,white
25051284,black
18524714,equal
2759825,black
15679449,black
35022578,white
24621771,black
20018454,black
9086338,white
30418504,black
28576494,equal
5958042,white
14821601,black
6284988,black
35788370,equal
22345753,white
23663052,white
16743235,white
3589406,equal
16129113,equal
2021410,black
5679256,equal
10615798,black
7403884,black
10147814,white
3131723,equal
18862187,white
5579368,black
15671465,black
27176370,equal
33348303,black
16737882,white
10349650,black
19970125,white
23481652,equal
23630057,white
11614766,white
5845611,equal
6589833,black
19262685,white
3412002,equal
24581749,black
25081466,black
13946007,black
32487698,white
12320214,black
18105128,equal
4963727,black
7626639,equal
29277139,white
28292692,equal
18474571,white
11028620,white
1114636,white
3243402,equal
26172151,white
20376246,white
31659541,white
30482839,white
11782976,equal
7391245,equal
9135141,black
25195524,equal
84674,black
28923642,equal
5763018,white
3325514,equal
26880157,white
18917887,equal
11265909,white
30531805,equal
27609815,white
32326684,equal
4763347,white
11402736,white
29793500,black
12749462,equal
2010588,white
36620,equal
33795163,black
22447876,equal
28094548,white
19779892,white
5744833,equal
2335108,black
19868900,equal
29099939,equal
6741987,equal
35772647,black
15168718,black
33293412,black
8898043,black
36250962,equal
12579640,black
32772382,equal
7086339,white
8667608,white
24561244,black
36870075,black
24252713,black
9827396,white
8471686,black
4868585,black
10805517,equal
29697164,white
35954346,equal
33491137,white
15656671,equal
19261686,black
21699023,black
22448125,black
15387947,equal
13086328,equal
1073047,equal
2263500,black
10238712,white
34781137,black
23671768,white
24194580,equal
32666512,white
30533343,white
9523089,white
32766997,black
2886434,equal
19740474,white
17388305,equal
25178574,black
2773206,black
7886170,black
7256243,white
22508312,white
11500975,equal
7148383,white
28326013,equal
35287059,white
36325034,white
14875139,white
28108823,equal
7543146,white
10033170,black
34538336,white
7899205,equal
24427826,white
4922082,black
33879439,black
25392376,black
5009444,white
16051743,black
1232180,white
6081996,white
35041520,equal
4326319,white
1767172,equal
18375499,black
8244673,equal
5073927,black
19412682,white
22110359,white
10211488,equal
25580161,equal
16004310,white
32346777,white
8351761,white
20562265,black
21869742,equal
21799406,white
3363566,white
12644727,black
16628653,black
14976828,equal
23089585,equal
6305282,black
5580733,black
3837669,white
19439759,white
768195,equal
5913616,equal
3880270,white
18639581,white
13044141,black
6883088,equal
13010846,black
13008894,white
